"","country","cowc","year","ID","epr.group","dad.group","amar.group","mar.group","epr.status.cat","polity2","mobilized","mobilizing","mobil5yr","mobil.year","ETHNOREC","ETHNOAIMS","ETHNOWAR","SECESSION","rebellion","ELF","elec.date","pres.elec.year","parl.elec.year","majoritarian.sys","proportional.sys","mixed.sys","pres.dem","parl.dem"
"17","Afghanistan","AFG",1993,"tajik_afg","Tajiks",NA,NA,NA,"SENIOR PARTNER",0,0,0,0,1979,1,1,1,0,0,0.769344584540685,NA,0,0,0,0,0,0,0
"18","Afghanistan","AFG",1994,"tajik_afg","Tajiks",NA,NA,NA,"SENIOR PARTNER",0,0,0,0,1979,1,1,1,0,0,0.769344584540685,NA,0,0,0,0,0,0,0
"19","Afghanistan","AFG",1995,"tajik_afg","Tajiks",NA,NA,NA,"SENIOR PARTNER",0,0,0,0,1979,1,1,1,0,0,0.769344584540685,NA,0,0,0,0,0,0,0
"20","Afghanistan","AFG",1992,"uzbek_afg","Uzbeks",NA,NA,NA,"JUNIOR PARTNER",0,0,0,0,1979,1,1,1,0,0,0.769344584540685,NA,0,0,0,0,0,0,0
"21","Afghanistan","AFG",1992,"uzbek_afg","Uzbeks",NA,NA,NA,"JUNIOR PARTNER",0,0,0,0,1979,1,0,0,0,0,0.769344584540685,NA,0,0,0,0,0,0,0
"22","Afghanistan","AFG",1993,"uzbek_afg","Uzbeks",NA,NA,NA,"JUNIOR PARTNER",0,0,0,0,1979,1,1,1,0,0,0.769344584540685,NA,0,0,0,0,0,0,0
"23","Afghanistan","AFG",1994,"uzbek_afg","Uzbeks",NA,NA,NA,"JUNIOR PARTNER",0,0,0,0,1979,1,1,1,0,0,0.769344584540685,NA,0,0,0,0,0,0,0
"24","Afghanistan","AFG",1995,"uzbek_afg","Uzbeks",NA,NA,NA,"JUNIOR PARTNER",0,0,0,0,1979,1,1,1,0,0,0.769344584540685,NA,0,0,0,0,0,0,0
"25","Albania","ALB",1990,"alban_alb","Albanians",NA,NA,NA,"MONOPOLY",1,0,0,0,1946,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"26","Albania","ALB",1991,"alban_alb","Albanians",NA,NA,NA,"MONOPOLY",1,0,0,0,1946,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"27","Albania","ALB",1992,"alban_alb","Albanians",NA,NA,NA,"MONOPOLY",5,0,0,0,1946,0,0,0,0,0,0.220426,"3/22/1992",0,1,0,0,1,0,1
"28","Albania","ALB",1993,"alban_alb","Albanians",NA,NA,NA,"MONOPOLY",5,0,0,0,1946,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"29","Albania","ALB",1994,"alban_alb","Albanians",NA,NA,NA,"MONOPOLY",5,0,0,0,1946,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"30","Albania","ALB",1995,"alban_alb","Albanians",NA,NA,NA,"MONOPOLY",5,0,0,0,1946,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"31","Albania","ALB",1996,"alban_alb","Albanians",NA,NA,NA,"MONOPOLY",0,0,0,0,1946,0,0,0,0,0,0.220426,"5/26/1996",0,1,0,0,1,0,1
"32","Albania","ALB",1997,"alban_alb","Albanians",NA,NA,NA,"MONOPOLY",5,0,0,0,1946,0,0,0,0,0,0.220426,"6/29/1997",0,1,0,0,1,0,1
"33","Albania","ALB",1998,"alban_alb","Albanians",NA,NA,NA,"MONOPOLY",5,0,0,0,1946,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"34","Albania","ALB",1999,"alban_alb","Albanians",NA,NA,NA,"MONOPOLY",5,0,0,0,1946,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"35","Albania","ALB",2000,"alban_alb","Albanians",NA,NA,NA,"MONOPOLY",5,0,0,0,1946,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"36","Albania","ALB",2001,"alban_alb","Albanians",NA,NA,NA,"MONOPOLY",5,0,0,0,1946,0,0,0,0,0,0.220426,"6/24/2001",0,1,0,0,1,0,1
"37","Albania","ALB",2002,"alban_alb","Albanians",NA,NA,NA,"MONOPOLY",7,0,0,0,1946,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"38","Albania","ALB",2003,"alban_alb","Albanians",NA,NA,NA,"MONOPOLY",7,0,0,0,1946,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"39","Albania","ALB",2004,"alban_alb","Albanians",NA,NA,NA,"MONOPOLY",7,0,0,0,1946,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"40","Albania","ALB",2005,"alban_alb","Albanians",NA,NA,NA,"MONOPOLY",9,0,0,0,1946,0,0,0,0,0,0.220426,"7/3/2005",0,1,0,0,1,0,1
"41","Albania","ALB",1990,"greek_alb","Greeks",NA,NA,NA,"POWERLESS",1,0,1,1,1990,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"42","Albania","ALB",1991,"greek_alb","Greeks","GREEKS",NA,NA,"POWERLESS",1,1,0,1,1990,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"43","Albania","ALB",1992,"greek_alb","Greeks","GREEKS",NA,NA,"POWERLESS",5,1,0,1,1990,0,0,0,0,0,0.220426,"3/22/1992",0,1,0,0,1,0,1
"44","Albania","ALB",1993,"greek_alb","Greeks","GREEKS",NA,NA,"POWERLESS",5,1,0,1,1990,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"45","Albania","ALB",1994,"greek_alb","Greeks","GREEKS",NA,NA,"POWERLESS",5,1,0,1,1990,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"46","Albania","ALB",1995,"greek_alb","Greeks","GREEKS",NA,NA,"POWERLESS",5,1,0,0,1990,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"47","Albania","ALB",1996,"greek_alb","Greeks","GREEKS",NA,NA,"POWERLESS",0,1,0,0,1990,0,0,0,0,0,0.220426,"5/26/1996",0,1,0,0,1,0,1
"48","Albania","ALB",1997,"greek_alb","Greeks","GREEKS",NA,NA,"POWERLESS",5,1,0,0,1990,0,0,0,0,0,0.220426,"6/29/1997",0,1,0,0,1,0,1
"49","Albania","ALB",1998,"greek_alb","Greeks","GREEKS",NA,NA,"POWERLESS",5,1,0,0,1990,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"50","Albania","ALB",1999,"greek_alb","Greeks","GREEKS",NA,NA,"POWERLESS",5,1,0,0,1990,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"51","Albania","ALB",2000,"greek_alb","Greeks","GREEKS",NA,NA,"POWERLESS",5,1,0,0,1990,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"52","Albania","ALB",2001,"greek_alb","Greeks","GREEKS",NA,NA,"POWERLESS",5,1,0,0,1990,0,0,0,0,0,0.220426,"6/24/2001",0,1,0,0,1,0,1
"53","Albania","ALB",2002,"greek_alb","Greeks","GREEKS",NA,NA,"POWERLESS",7,1,0,0,1990,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"54","Albania","ALB",2003,"greek_alb","Greeks","GREEKS",NA,NA,"POWERLESS",7,1,0,0,1990,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"55","Albania","ALB",2004,"greek_alb","Greeks","GREEKS",NA,"Greeks","POWERLESS",7,1,0,0,1990,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"56","Albania","ALB",2005,"greek_alb","Greeks",NA,NA,"Greeks","POWERLESS",9,0,0,0,1990,0,0,0,0,0,0.220426,"7/3/2005",0,1,0,0,1,0,1
"57","Albania","ALB",1990,"maced_alb","Macedonians",NA,NA,NA,"POWERLESS",1,0,1,1,1990,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"58","Albania","ALB",1991,"maced_alb","Macedonians",NA,NA,NA,"POWERLESS",1,0,0,1,1990,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"59","Albania","ALB",1992,"maced_alb","Macedonians",NA,NA,NA,"POWERLESS",5,0,0,1,1990,0,0,0,0,0,0.220426,"3/22/1992",0,1,0,0,1,0,1
"60","Albania","ALB",1993,"maced_alb","Macedonians",NA,NA,NA,"POWERLESS",5,0,0,1,1990,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"61","Albania","ALB",1994,"maced_alb","Macedonians",NA,NA,NA,"POWERLESS",5,0,0,1,1990,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"62","Albania","ALB",1995,"maced_alb","Macedonians",NA,NA,NA,"POWERLESS",5,0,0,0,1990,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"63","Albania","ALB",1996,"maced_alb","Macedonians",NA,NA,NA,"POWERLESS",0,0,0,0,1990,0,0,0,0,0,0.220426,"5/26/1996",0,1,0,0,1,0,1
"64","Albania","ALB",1997,"maced_alb","Macedonians",NA,NA,NA,"POWERLESS",5,0,0,0,1990,0,0,0,0,0,0.220426,"6/29/1997",0,1,0,0,1,0,1
"65","Albania","ALB",1998,"maced_alb","Macedonians",NA,NA,NA,"POWERLESS",5,0,0,0,1990,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"66","Albania","ALB",1999,"maced_alb","Macedonians",NA,NA,NA,"POWERLESS",5,0,0,0,1990,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"67","Albania","ALB",2000,"maced_alb","Macedonians",NA,NA,NA,"POWERLESS",5,0,0,0,1990,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"68","Albania","ALB",2001,"maced_alb","Macedonians",NA,NA,NA,"POWERLESS",5,0,0,0,1990,0,0,0,0,0,0.220426,"6/24/2001",0,1,0,0,1,0,1
"69","Albania","ALB",2002,"maced_alb","Macedonians",NA,NA,NA,"POWERLESS",7,0,0,0,1990,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"70","Albania","ALB",2003,"maced_alb","Macedonians",NA,NA,NA,"POWERLESS",7,0,0,0,1990,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"71","Albania","ALB",2004,"maced_alb","Macedonians",NA,NA,NA,"POWERLESS",7,0,0,0,1990,0,0,0,0,0,0.220426,NA,0,0,0,0,0,0,0
"72","Albania","ALB",2005,"maced_alb","Macedonians",NA,NA,NA,"POWERLESS",9,0,0,0,1990,0,0,0,0,0,0.220426,"7/3/2005",0,1,0,0,1,0,1
"73","Algeria","ALG",2004,"arabs_alg","Arabs",NA,NA,NA,"DOMINANT",2,0,0,0,1962,0,0,0,0,0,0.3394,NA,0,0,0,0,0,0,0
"74","Algeria","ALG",2005,"arabs_alg","Arabs",NA,NA,NA,"DOMINANT",2,0,0,0,1962,0,0,0,0,0,0.3394,NA,0,0,0,0,0,0,0
"75","Algeria","ALG",2004,"berbe_alg","Berbers",NA,NA,"Berbers","POWERLESS",2,0,0,0,1962,0,0,0,0,1,0.3394,NA,0,0,0,0,0,0,0
"76","Algeria","ALG",2005,"berbe_alg","Berbers",NA,NA,"Berbers","POWERLESS",2,0,0,0,1962,0,0,0,0,0,0.3394,NA,0,0,0,0,0,0,0
"77","Angola","ANG",1992,"bakon_ang","Bakongo",NA,NA,NA,"POWERLESS",0,0,0,0,1975,0,0,0,0,0,0.78672,NA,0,0,0,0,0,0,0
"78","Angola","ANG",1992,"cabin_ang","Cabindan Mayombe",NA,NA,NA,"POWERLESS",0,0,0,0,1975,0,0,0,0,0,0.78672,NA,0,0,0,0,0,0,0
"79","Angola","ANG",1992,"lunda_ang","Lunda-Chokwe",NA,NA,NA,"DISCRIMINATED",0,0,0,0,1975,0,0,0,0,0,0.78672,NA,0,0,0,0,0,0,0
"80","Angola","ANG",1992,"mbund_ang","Mbundu-Mestico",NA,NA,NA,"MONOPOLY",0,0,0,0,1975,0,0,0,0,0,0.78672,NA,0,0,0,0,0,0,0
"81","Angola","ANG",1992,"ovimb_ang","Ovimbundu-Ovambo",NA,NA,NA,"DISCRIMINATED",0,0,0,0,1975,0,0,0,0,0,0.78672,NA,0,0,0,0,0,0,0
"82","Argentina","ARG",1973,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",6,0,0,0,1946,0,0,0,0,0,0.255,"9/23/1973",1,0,0,0,0,1,0
"83","Argentina","ARG",1973,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",6,0,0,0,1946,0,0,0,0,0,0.255,"3/11/1973",0,1,0,1,0,1,0
"84","Argentina","ARG",1973,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",6,0,0,0,1946,0,0,0,0,0,0.255,"3/11/1973",1,0,0,0,0,1,0
"85","Argentina","ARG",1974,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",6,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"86","Argentina","ARG",1975,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",6,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"87","Argentina","ARG",1983,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",8,0,0,0,1946,0,0,0,0,0,0.255,"10/30/1983",0,1,0,1,0,1,0
"88","Argentina","ARG",1983,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",8,0,0,0,1946,0,0,0,0,0,0.255,"10/30/1983",1,0,0,0,0,1,0
"89","Argentina","ARG",1984,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",8,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"90","Argentina","ARG",1985,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",8,0,0,0,1946,0,0,0,0,0,0.255,"11/3/1985",0,1,0,1,0,1,0
"91","Argentina","ARG",1986,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",8,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"92","Argentina","ARG",1987,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",8,0,0,0,1946,0,0,0,0,0,0.255,"9/6/1987",0,1,0,1,0,1,0
"93","Argentina","ARG",1988,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",8,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"94","Argentina","ARG",1989,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",7,0,0,0,1946,0,0,0,0,0,0.255,"5/14/1989",0,1,0,1,0,1,0
"95","Argentina","ARG",1989,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",7,0,0,0,1946,0,0,0,0,0,0.255,"5/14/1989",1,0,0,0,0,1,0
"96","Argentina","ARG",1990,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",7,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"97","Argentina","ARG",1991,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",7,0,0,0,1946,0,0,0,0,0,0.255,"10/27/1991",0,1,0,1,0,1,0
"98","Argentina","ARG",1991,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",7,0,0,0,1946,0,0,0,0,0,0.255,"10/27/1991",0,1,0,1,0,1,0
"99","Argentina","ARG",1992,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",7,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"100","Argentina","ARG",1992,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",7,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"101","Argentina","ARG",1993,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",7,0,0,0,1946,0,0,0,0,0,0.255,"10/3/1993",0,1,0,1,0,1,0
"102","Argentina","ARG",1993,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",7,0,0,0,1946,0,0,0,0,0,0.255,"10/3/1993",0,1,0,1,0,1,0
"103","Argentina","ARG",1994,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",7,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"104","Argentina","ARG",1994,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",7,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"105","Argentina","ARG",1995,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",7,0,0,0,1946,0,0,0,0,0,0.255,"5/14/1995",1,0,0,0,0,1,0
"106","Argentina","ARG",1995,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",7,0,0,0,1946,0,0,0,0,0,0.255,"5/14/1995",0,1,0,1,0,1,0
"107","Argentina","ARG",1995,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",7,0,0,0,1946,0,0,0,0,0,0.255,"5/14/1995",1,0,0,0,0,1,0
"108","Argentina","ARG",1995,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",7,0,0,0,1946,0,0,0,0,0,0.255,"5/14/1995",0,1,0,1,0,1,0
"109","Argentina","ARG",1996,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",7,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"110","Argentina","ARG",1996,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",7,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"111","Argentina","ARG",1997,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",7,0,0,0,1946,0,0,0,0,0,0.255,"10/26/1997",0,1,0,1,0,1,0
"112","Argentina","ARG",1997,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",7,0,0,0,1946,0,0,0,0,0,0.255,"10/26/1997",0,1,0,1,0,1,0
"113","Argentina","ARG",1998,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",7,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"114","Argentina","ARG",1998,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",7,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"115","Argentina","ARG",1999,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",8,0,0,0,1946,0,0,0,0,0,0.255,"10/24/1999",1,0,0,0,0,1,0
"116","Argentina","ARG",1999,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",8,0,0,0,1946,0,0,0,0,0,0.255,"10/24/1999",0,1,0,1,0,1,0
"117","Argentina","ARG",1999,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",8,0,0,0,1946,0,0,0,0,0,0.255,"10/24/1999",1,0,0,0,0,1,0
"118","Argentina","ARG",1999,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",8,0,0,0,1946,0,0,0,0,0,0.255,"10/24/1999",0,1,0,1,0,1,0
"119","Argentina","ARG",2000,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",8,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"120","Argentina","ARG",2000,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",8,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"121","Argentina","ARG",2001,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",8,0,0,0,1946,0,0,0,0,0,0.255,"10/14/2001",0,1,0,1,0,1,0
"122","Argentina","ARG",2001,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",8,0,0,0,1946,0,0,0,0,0,0.255,"10/14/2001",0,1,0,1,0,1,0
"123","Argentina","ARG",2002,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",8,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"124","Argentina","ARG",2002,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",8,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"125","Argentina","ARG",2003,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",8,0,0,0,1946,0,0,0,0,0,0.255,"4/27/2003",0,1,0,1,0,1,0
"126","Argentina","ARG",2003,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",8,0,0,0,1946,0,0,0,0,0,0.255,"4/27/2003",1,0,0,0,0,1,0
"127","Argentina","ARG",2004,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",8,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"128","Argentina","ARG",2005,"argen_arg","Argentinians",NA,NA,NA,"MONOPOLY",8,0,0,0,1946,0,0,0,0,0,0.255,"10/23/2005",0,1,0,1,0,1,0
"129","Argentina","ARG",1973,"quech_arg","Quechua",NA,NA,NA,"DISCRIMINATED",6,0,0,0,1946,0,0,0,0,0,0.255,"9/23/1973",1,0,0,0,0,1,0
"130","Argentina","ARG",1973,"quech_arg","Quechua",NA,NA,NA,"DISCRIMINATED",6,0,0,0,1946,0,0,0,0,0,0.255,"3/11/1973",0,1,0,1,0,1,0
"131","Argentina","ARG",1973,"quech_arg","Quechua",NA,NA,NA,"DISCRIMINATED",6,0,0,0,1946,0,0,0,0,0,0.255,"3/11/1973",1,0,0,0,0,1,0
"132","Argentina","ARG",1974,"quech_arg","Quechua",NA,NA,NA,"DISCRIMINATED",6,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"133","Argentina","ARG",1975,"quech_arg","Quechua",NA,NA,NA,"DISCRIMINATED",6,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"134","Argentina","ARG",1983,"quech_arg","Quechua",NA,NA,NA,"DISCRIMINATED",8,0,0,0,1946,0,0,0,0,0,0.255,"10/30/1983",0,1,0,1,0,1,0
"135","Argentina","ARG",1983,"quech_arg","Quechua",NA,NA,NA,"DISCRIMINATED",8,0,0,0,1946,0,0,0,0,0,0.255,"10/30/1983",1,0,0,0,0,1,0
"136","Argentina","ARG",1984,"quech_arg","Quechua",NA,NA,NA,"DISCRIMINATED",8,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"137","Argentina","ARG",1985,"quech_arg","Quechua",NA,NA,NA,"DISCRIMINATED",8,0,0,0,1946,0,0,0,0,0,0.255,"11/3/1985",0,1,0,1,0,1,0
"138","Argentina","ARG",1986,"quech_arg","Quechua",NA,NA,NA,"DISCRIMINATED",8,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"139","Argentina","ARG",1987,"quech_arg","Quechua",NA,NA,NA,"DISCRIMINATED",8,0,0,0,1946,0,0,0,0,0,0.255,"9/6/1987",0,1,0,1,0,1,0
"140","Argentina","ARG",1988,"quech_arg","Quechua",NA,NA,NA,"DISCRIMINATED",8,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"141","Argentina","ARG",1989,"quech_arg","Quechua",NA,NA,NA,"DISCRIMINATED",7,0,0,0,1946,0,0,0,0,0,0.255,"5/14/1989",0,1,0,1,0,1,0
"142","Argentina","ARG",1989,"quech_arg","Quechua",NA,NA,NA,"DISCRIMINATED",7,0,0,0,1946,0,0,0,0,0,0.255,"5/14/1989",1,0,0,0,0,1,0
"143","Argentina","ARG",1990,"quech_arg","Quechua",NA,NA,NA,"DISCRIMINATED",7,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"144","Argentina","ARG",1991,"quech_arg","Quechua",NA,NA,NA,"DISCRIMINATED",7,0,0,0,1946,0,0,0,0,0,0.255,"10/27/1991",0,1,0,1,0,1,0
"145","Argentina","ARG",1991,"quech_arg","Quechua",NA,NA,NA,"DISCRIMINATED",7,0,0,0,1946,0,0,0,0,0,0.255,"10/27/1991",0,1,0,1,0,1,0
"146","Argentina","ARG",1992,"quech_arg","Quechua",NA,NA,NA,"DISCRIMINATED",7,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"147","Argentina","ARG",1992,"quech_arg","Quechua",NA,NA,NA,"DISCRIMINATED",7,0,0,0,1946,0,0,0,0,0,0.255,NA,0,0,0,0,0,0,0
"148","Argentina","ARG",1993,"quech_arg","Quechua",NA,NA,NA,"DISCRIMINATED",7,0,0,0,1946,0,0,0,0,0,0.255,"10/3/1993",0,1,0,1,0,1,0
