"","X","title.info","date","briefs","story.link"
"606",606,"Meeting with permanent members of the Security Council","2013-12-27","Vladimir Putin had a meeting with permanent members of the Security Council.","http://eng.kremlin.ru/news/6458"
"607",607,"Press statement following the Russia-Belarus Union State Supreme State Council meeting","2013-12-25",NA,"http://eng.kremlin.ru/transcripts/6451"
"608",608,"Meeting of Russia-Belarus Union State Supreme State Council","2013-12-25","Meeting of the Russia-Belarus Union State Supreme State Council took place at the Kremlin.","http://eng.kremlin.ru/news/6448"
"609",609,"Speech at the meeting of the Russia-Belarus Union State Supreme State Council","2013-12-25",NA,"http://eng.kremlin.ru/transcripts/6450"
"610",610,"Meeting with President of Belarus Alexander Lukashenko","2013-12-25","Before the meeting of the Russia-Belarus Union State Supreme State Council, Vladimir Putin met with President of Belarus Alexander Lukashenko, who is in Russia on a working visit.","http://eng.kremlin.ru/news/6446"
"611",611,"Meeting of the Supreme Eurasian Economic Council","2013-12-24","A meeting of the Supreme Eurasian Economic Council took place in the Kremlin.","http://eng.kremlin.ru/news/6439"
"612",612,"Press statement following the Supreme Eurasian Economic Council meeting","2013-12-24",NA,"http://eng.kremlin.ru/transcripts/6443"
"613",613,"Meeting with President of Kazakhstan Nursultan Nazarbayev","2013-12-24","Prior to the Supreme Eurasian Economic Council meeting, Vladimir Putin met with President of Kazakhstan Nursultan Nazarbayev.","http://eng.kremlin.ru/news/6440"
"614",614,"Law ratifying Russia-Abkhazia agreement on the goods trade regime","2013-12-23","Vladimir Putin signed Federal Law On Ratification of the Agreement between the Government of the Russian Federation and the Government of the Republic of Abkhazia on the Goods Trade Regime.","http://eng.kremlin.ru/acts/6514"
"615",615,"Law ratifying Russia-South Ossetia agreement on the goods trade regime","2013-12-23","Vladimir Putin signed Federal Law On Ratification of the Agreement between the Government of the Russian Federation and the Government of the Republic of South Ossetia on the Goods Trade Regime.","http://eng.kremlin.ru/acts/6512"
"616",616,"Accreditation is open for journalists to cover the meeting of the Supreme Eurasian Economic Council","2013-12-18","The Presidential Press and Information Office’s Department of Accreditations and Briefings is now taking accreditation requests to cover the meeting of the Supreme Eurasian Economic Council, scheduled to take place on December 24, 2013 in Moscow.","http://eng.kremlin.ru/accreditation/6423"
"617",617,"The Supreme Eurasian Economic Council will hold a summit in Moscow on December 24","2013-12-18",NA,"http://eng.kremlin.ru/news/6424"
"618",618,"Meeting of the Russian-Ukrainian Interstate Commission","2013-12-17","In the Kremlin, Vladimir Putin and President of Ukraine Vladimir Yanukovych chaired a meeting of the Russian-Ukrainian Interstate Commission.","http://eng.kremlin.ru/news/6420"
"619",619,"Congratulations to Angela Merkel on her re-election to the post of Federal Chancellor of Germany","2013-12-17","Vladimir Putin congratulated Angela Merkel on her re-election to the post of Federal Chancellor of Germany.","http://eng.kremlin.ru/news/6419"
"620",620,"Meeting with President of Ukraine Viktor Yanukovych","2013-12-17","Vladimir Putin met with President of Ukraine Viktor Yanukovych in the Kremlin.","http://eng.kremlin.ru/news/6418"
"621",621,"Telephone conversation with President of Belarus Alexander Lukashenko","2013-12-16","Vladimir Putin had a telephone conversation with President of Belarus Alexander Lukashenko.","http://eng.kremlin.ru/news/6417"
"622",622,"Russian-Ukrainian Interstate Commission will hold its sixth meeting on December 17","2013-12-16","Vladimir Putin and President of Ukraine Viktor Yanukovych will chair the Russian-Ukrainian Interstate Commission’s sixth meeting in Moscow on December 17.","http://eng.kremlin.ru/news/6410"
"623",623,"Congratulations to President of Kazakhstan Nursultan Nazarbayev on Independence Day","2013-12-16","Vladimir Putin congratulated President of Kazakhstan Nursultan Nazarbayev on Kazakhstan’s national holiday, Independence Day.","http://eng.kremlin.ru/news/6411"
"624",624,"Congratulations to Michelle Bachelet on her victory in Chile’s presidential election","2013-12-16","Vladimir Putin congratulated Michelle Bachelet on her election as President of the Republic of Chile.","http://eng.kremlin.ru/news/6412"
"625",625,"Meeting with permanent members of the Security Council","2013-12-11","Vladimir Putin held a briefing session with permanent members of the Security Council.","http://eng.kremlin.ru/news/6399"
"626",626,"Meeting with Helmut Schmidt","2013-12-11","Late last night, Vladimir Putin met with Helmut Schmidt, a German statesman and the fifth chancellor of the Federal Republic of Germany from 1974 to 1982.","http://eng.kremlin.ru/news/6398"
"627",627,"Visit to South African embassy in Moscow","2013-12-09","Vladimir Putin visited the South African embassy in Moscow and paid tribute to the memory of longtime South African leader Nelson Mandela.","http://eng.kremlin.ru/news/6393"
"628",628,"Telephone conversation with President of Kazakhstan Nursultan Nazarbayev","2013-12-07","Vladimir Putin had a telephone conversation with President of Kazakhstan Nursultan Nazarbayev.","http://eng.kremlin.ru/news/6383"
"629",629,"Meeting with President of Ukraine Viktor Yanukovych","2013-12-06","Vladimir Putin had a working meeting with President of Ukraine Viktor Yanukovych. The two presidents discussed current bilateral relations and preparations for the upcoming meeting of the Russian-Ukrainian Interstate Commission in Moscow.","http://eng.kremlin.ru/news/6378"
"630",630,"Congratulations to President of Finland Sauli Niinistö on Independence Day","2013-12-06","Vladimir Putin congratulated President of Finland Sauli Niinistö on the country’s national holiday, Independence Day.","http://eng.kremlin.ru/news/6374"
"631",631,"Condolences following the death of Nelson Mandela","2013-12-06","Vladimir Putin expressed his condolences following the death of Nelson Mandela, former President of South Africa and one of the outstanding political figures of modern times.","http://eng.kremlin.ru/news/6373"
"632",632,"Meeting with Prince Bandar Bin Sultan of Saudi Arabia","2013-12-03","Vladimir Putin met at his Novo-Ogaryovo residence outside Moscow with Secretary General of the Saudi Arabian National Security Council and Director of Saudi Arabian General Intelligence Prince Bandar Bin Sultan.","http://eng.kremlin.ru/news/6366"
"633",633,"Agreement on terms of stay of the Coordination Service of the CIS Border Troops Commanders Council on the territory of the Russian Federation ratified","2013-12-03",NA,"http://eng.kremlin.ru/acts/6380"
"634",634,"Russian-Armenian talks","2013-12-02","Vladimir Putin had talks in Yerevan with President of Armenia Serzh Sargsyan, which then continued in expanded format with the two countries’ delegations taking part.","http://eng.kremlin.ru/news/6356"
"635",635,"Vladimir Putin visited the town of Gyumri as part of his state visit to Armenia","2013-12-02",NA,"http://eng.kremlin.ru/news/6354"
"636",636,"Vladimir Putin will make a state visit to the Republic of Armenia on December 2","2013-11-27",NA,"http://eng.kremlin.ru/news/6339"
"637",637,"Russian-Italian Business Forum","2013-11-26","Vladimir Putin spoke at the closing of the business forum, which was held within the framework of the Russian-Italian Civil Society Dialogue Forum.","http://eng.kremlin.ru/news/6336"
"638",638,"Russian-Italian interstate consultations","2013-11-26","Top-level Russian-Italian interstate consultations in expanded format took place in Trieste, Italy, under the chairmanship of Vladimir Putin and Prime Minister of Italy Enrico Letta, with members of both countries’ governments taking part.","http://eng.kremlin.ru/news/6335"
"639",639,"Meeting with President of Italy Giorgio Napolitano","2013-11-25","Vladimir Putin held talks with President of the Italian Republic Giorgio Napolitano in Rome. The two leaders discussed a wide range of issues in bilateral cooperation, first and foremost in the areas of trade and economics, investment and energy, as well as current international issues.","http://eng.kremlin.ru/news/6331"
"640",640,"Meeting with Romano Prodi","2013-11-25","Vladimir Putin met with former Prime Minister of Italy and Special Envoy of UN Secretary-General for the Sahel Region Romano Prodi. Mr Putin and Mr Prodi exchanged views concerning the situation on the African continent, as well as migration-related issues.","http://eng.kremlin.ru/news/6330"
"641",641,"Visit to the Vatican","2013-11-25","Vladimir Putin met with Pope Francis during a brief visit to the Vatican. The President of Russia also met with Vatican Secretary of State Pietro Parolin.","http://eng.kremlin.ru/news/6329"
"642",642,"Working visit to the Vatican and Italy","2013-11-25","Vladimir Putin met with Pope Francis and the Hole See’s Secretary of State Pietro Parolin during a brief visit to the Vatican. In Rome, Mr Putin had talks with President of Italy Giorgio Napolitano and also met with former Italian Prime Minister and UN Special Envoy for the Sahel Romano Prodi.   In Trieste, Mr Putin and Italian Prime Minister Enrico Letta chaired expanded Russian-Italian interstate consultations and witnessed the signing of a package of cooperation agreements following the consultations. The two leaders also made press statements and answered journalists’ questions.   The President also addressed the closing session of a business forum held as part of the Russian-Italian civil society dialogue forum.","http://eng.kremlin.ru/visits/6337"
"643",643,"Statement by Vladimir Putin following the conclusion of talks on the Iranian nuclear programme on November 24, 2013","2013-11-24",NA,"http://eng.kremlin.ru/news/6324"
"644",644,"Condolences to President Xi Jinping","2013-11-23","Vladimir Putin expressed his condolences to President of China Xi Jinping.","http://eng.kremlin.ru/news/6321"
"645",645,"News conference following a meeting of the High-Level Russian-Turkish Cooperation Council","2013-11-22","Vladimir Putin and Prime Minister of Turkey Recep Tayyip Erdogan held a news conference following a meeting of the High-Level Russian-Turkish Cooperation Council.","http://eng.kremlin.ru/transcripts/6318"
"646",646,"Meeting of High-Level Russian-Turkish Cooperation Council","2013-11-22","Vladimir Putin took part in the fourth meeting of the High-Level Russian-Turkish Cooperation Council.","http://eng.kremlin.ru/news/6316"
"647",647,"Condolences to President of Latvia Andris Berzins","2013-11-22","Vladimir Putin sent a message of condolences to President of Latvia Andris Berzins following a roof collapse at a shopping centre in Riga.","http://eng.kremlin.ru/news/6317"
"648",648,"Meeting with Prime Minister of Turkey Recep Tayyip Erdogan","2013-11-22","Vladimir Putin met with Prime Minister of Turkey Recep Tayyip Erdogan before the meeting of the High-Level Russian-Turkish Cooperation Council.","http://eng.kremlin.ru/news/6315"
"649",649,"Telephone conversation with President of France Francois Hollande","2013-11-21","Vladimir Putin had a telephone conversation with President of France Francois Hollande. The conversation was held on the Russian side’s initiative.","http://eng.kremlin.ru/news/6314"
"650",650,"Vladimir Putin will visit Italy on November 25-26","2013-11-21","The President of Russia will make a working visit to Italy at the invitation of Prime Minister of Italy Enrico Letta.","http://eng.kremlin.ru/news/6307"
"651",651,"Press statement following meeting with Prime Minister of Israel Benjamin Netanyahu","2013-11-20",NA,"http://eng.kremlin.ru/transcripts/6306"
"652",652,"Meeting with Prime Minister of Israel Benjamin Netanyahu","2013-11-20","Vladimir Putin met with Prime Minister of Israel Benjamin Netanyahu, who is in Russia on a brief working visit.","http://eng.kremlin.ru/news/6304"
"653",653,"Vladimir Putin will take part in the fourth meeting of the High Level Russian-Turkish Cooperation Council on November 22","2013-11-19","Various events will take place in St Petersburg, including a private meeting between Vladimir Putin and Prime Minister of Turkey Recep Tayyip Erdogan. Mr Erdogan will be in Russia on a working visit at Mr Putin’s invitation from November 21 to 22.","http://eng.kremlin.ru/news/6292"
"654",654,"Telephone conversation with President of Iran Hassan Rouhani","2013-11-18","At Russia’s initiative, Vladimir Putin had a telephone conversation with President of the Islamic Republic of Iran Hassan Rouhani.","http://eng.kremlin.ru/news/6290"
"655",655,"The President instructed to organise the delivery of medicines to Syria","2013-11-16","Following talks with President of Syria Bashar al-Assad, and in the light of information about the difficult situation in Syrian healthcare, Vladimir Putin decided to send aid to Syria in the form of medicines, medical supplies and first aid kits. The relevant instruction has been given to the Healthcare Ministry.","http://eng.kremlin.ru/news/6286"
"656",656,"Telephone conversation with Acting President of Egypt Adly Mansour","2013-11-16","Vladimir Putin had a telephone conversation with Acting President of the Arab Republic of Egypt Adly Mansour. The conversation took place at Russia’s initiative.","http://eng.kremlin.ru/news/6285"
"657",657,"Telephone conversation with President of Syria Bashar al-Assad","2013-11-14","At Russian initiative President Vladimir Putin had a telephone conversation with President of the Syrian Arab Republic Bashar al-Assad.","http://eng.kremlin.ru/news/6277"
"658",658,"Russia-Republic of Korea Dialogue forum","2013-11-13","Vladimir Putin and President of the Republic of Korea Park Geun-hye took part in the closing of the Russia-Republic of Korea Dialogue forum.","http://eng.kremlin.ru/news/6271"
"659",659,"Unveiling of a monument to Alexander Pushkin","2013-11-13","Vladimir Putin took part in the unveiling ceremony of a monument to Russian poet Alexander Pushkin in Seoul.","http://eng.kremlin.ru/news/6270"
"660",660,"Russian-Korean talks","2013-11-13","Vladimir Putin met in Seoul with President of the Republic of Korea Park Geun-hye. The talks then continued with the two countries’ delegations taking part.","http://eng.kremlin.ru/news/6268"
"661",661,"Meeting of the Russian-Korean Business Dialogue","2013-11-13","As part of his official visit to the Republic of Korea, Vladimir Putin took part in Russian-Korean Business Dialogue, a meeting of business leaders from the two countries.","http://eng.kremlin.ru/news/6265"
"662",662,"Vladimir Putin arrived in South Korea","2013-11-12","Vladimir Putin arrived in the Republic of Korea on an official visit and will hold talks with President Park Geun-hye on November 13.","http://eng.kremlin.ru/news/6264"
"663",663,"Launch of Russian Culture Days in Vietnam","2013-11-12","Vladimir Putin spoke at the opening ceremony of the Days of Russian Culture in the Socialist Republic of Vietnam.","http://eng.kremlin.ru/news/6262"
"664",664,"Official visit to Vietnam","2013-11-12","Vladimir Putin made an official visit to the Socialist Republic of Vietnam.","http://eng.kremlin.ru/news/6257"
"665",665,"Interview to Korean Broadcasting System","2013-11-12","In the run-up to Vladimir Putin’s official visit to the Republic of Korea, the President gave an interview to South Korean television and radio company KBS. The interview was recorded on November 7.","http://eng.kremlin.ru/news/6258"
"666",666,"Meeting with Prime Minister of Vietnam Nguyen Tan Dung","2013-11-12",NA,"http://eng.kremlin.ru/transcripts/6261"
"667",667,"Press statement following Russian-Vietnamese talks","2013-11-12",NA,"http://eng.kremlin.ru/transcripts/6260"
"668",668,"Russian-Vietnamese talks in expanded format","2013-11-12",NA,"http://eng.kremlin.ru/transcripts/6259"
"669",669,"Russia-Kazakhstan Interregional Cooperation Forum","2013-11-11","Vladimir Putin and President of Kazakhstan Nursultan Nazarbayev took part in the 10th Russia-Kazakhstan Interregional Cooperation Forum, with Industrial Cooperation as the anniversary event’s theme.","http://eng.kremlin.ru/news/6251"
"670",670,"Meeting with President of Kazakhstan Nursultan Nazarbayev","2013-11-11","Vladimir Putin had a meeting with President of Kazakhstan Nursultan Nazarbayev before the start of the Russia-Kazakhstan Interregional Forum.","http://eng.kremlin.ru/news/6252"
"671",671,"Russia-Vietnam: Together to New Cooperation Goals","2013-11-11","In the run-up to Vladimir Putin’s official visit to the Socialist Republic of Vietnam, an article by the President Russia-Vietnam: Together to New Cooperation Goals has been published in major Vietnamese newspapers.","http://eng.kremlin.ru/news/6245"
"672",672,"Telephone conversation with King of Saudi Arabia Abdullah bin Abdul Aziz al-Saud","2013-11-10","Vladimir Putin had a telephone conversation with King of Saudi Arabia Abdullah bin Abdul Aziz al-Saud.","http://eng.kremlin.ru/news/6248"
"673",673,"Condolences to President of the Philippines Benigno Aquino","2013-11-10","Vladimir Putin offered his condolences to President of the Republic of the Philippines Benigno Aquino, following the large loss of life and widespread damage caused by the typhoon that has hit the country.","http://eng.kremlin.ru/misc/6246"
"674",674,"Meeting with King Willem-Alexander of the Netherlands","2013-11-08","Vladimir Putin met with King Willem-Alexander of the Netherlands in the Kremlin.","http://eng.kremlin.ru/news/6244"
"675",675,"Telephone conversation with Prime Minister of Israel Benjamin Netanyahu","2013-11-08","At Israel’s initiative, Vladimir Putin had a telephone conversation with Prime Minister of Israel Benjamin Netanyahu.","http://eng.kremlin.ru/news/6242"
"676",676,"Congratulations to Emomali Rahmon on his re-election as President of Tajikistan","2013-11-07","Vladimir Putin congratulated Emomali Rahmon on his re-election as President of the Republic of Tajikistan.","http://eng.kremlin.ru/news/6239"
"677",677,"The agreement between Russia and Kazakhstan on establishing a common regional air defence system has been sent to the State Duma for ratification","2013-11-07","Vladimir Putin sent to the State Duma for ratification the Agreement between Russia and Kazakhstan on Establishing a Common Regional Air Defence System for the Russian Federation and the Republic of Kazakhstan, signed in Astana on January 30, 2013.","http://eng.kremlin.ru/acts/6243"
"678",678,"Congratulations to Viktor Yanukovych and the Ukrainian people on the 70th anniversary of the liberation of Kiev","2013-11-06","Vladimir Putin congratulated President of Ukraine Viktor Yanukovych and all of Ukraine’s people on the 70th anniversary of the liberation of Kiev from Nazi occupation.","http://eng.kremlin.ru/news/6231"
"679",679,"Telephone conversation with British Prime Minister David Cameron","2013-11-05","At British initiative Vladimir Putin and British Prime Minister David Cameron had a telephone conversation.","http://eng.kremlin.ru/news/6229"
"680",680,"Law on forming a common legal base for the Customs Union","2013-11-04","Vladimir Putin signed the Federal Law On Recognition of particular Russian Federation Legislative Acts (Provisions of Legislative Acts) as no longer being in Force.","http://eng.kremlin.ru/acts/6222"
"681",681,"Law on amendments to the Agreement on Procedures for Movement of Goods across the Customs Union Border","2013-11-04","Vladimir Putin signed the Federal Law On Amendments Ratifying the Protocol of January 25, 2008, On Amendments and Additions to the Agreement on Procedures for Movement of Goods across the Customs Union’s Customs Border.","http://eng.kremlin.ru/acts/6219"
"682",682,"Law on cooperation in providing high-tech medical assistance to EurAsEC member countries’ citizens","2013-11-04","Vladimir Putin signed the Federal Law On Ratifying the Agreement on Cooperation in Provision of High-Tech Medical Assistance to Citizens of Eurasian Economic Community Member States.","http://eng.kremlin.ru/acts/6223"
"683",683,"Law extending provisions of the Convention on the Privileges and Immunities of the Specialised Agencies to the FAO","2013-11-04","Vladimir Putin signed a law on extending the provisions of the United Nations Convention on the Privileges and Immunities of the Specialised Agencies to the Food and Agriculture Organisation (FAO).","http://eng.kremlin.ru/acts/6213"
"684",684,"Law ratifying an agreement between Russia and Zimbabwe on incentives for and reciprocal protection of investment","2013-11-02","Vladimir Putin signed the Federal Law On Ratification of the Agreement between the Russian Federation Government and the Government of the Republic of Zimbabwe on Incentives for and Reciprocal Protection of Investment.","http://eng.kremlin.ru/acts/6212"
"685",685,"Law ratifying an agreement on temporary employment of Russian citizens in Vietnam and Vietnamese citizens in Russia","2013-11-02","Vladimir Putin signed the Federal Law On Ratification of the Agreement between the Russian Federation Government and the Government of the Socialist Republic of Vietnam on Temporary Employment of Russian Federation Citizens in the Socialist Republic of Vietnam and citizens of the Socialist Republic of Vietnam in the Russian Federation.","http://eng.kremlin.ru/acts/6211"
"686",686,"Meeting with French Prime Minister Jean-Marc Ayrault","2013-11-01","Vladimir Putin met with French Prime Minister Jean-Marc Ayrault, who is in Moscow on a working visit.","http://eng.kremlin.ru/news/6209"
"687",687,"Meeting with permanent members of the Security Council","2013-11-01","Vladimir Putin met with the permanent members of the Russian Security Council.","http://eng.kremlin.ru/news/6206"
"688",688,"Vladimir Putin will visit the Republic of Korea on November 13","2013-11-01","Mr Putin will make an official visit to the Republic of Korea at the invitation of President Park Geun-hye.","http://eng.kremlin.ru/news/6204"
"689",689,"Vladimir Putin will visit Vietnam on November 12","2013-11-01","Vladimir Putin will make an official visit to the Socialist Republic of Vietnam at the invitation of President of Vietnam Truong Tan Sang.","http://eng.kremlin.ru/news/6205"
"690",690,"Meeting with Vice Chairman of China’s Central Military Commission Xu Qiliang","2013-10-31","Vladimir Putin and Vice Chairman of China’s Central Military Commission Xu Qiliang discussed military technology cooperation between their two countries.","http://eng.kremlin.ru/news/6200"
"691",691,"Meeting with President of Serbia Tomislav Nikolic","2013-10-30","Vladimir Putin and President of Serbia Tomislav Nikolic discussed current bilateral relations.","http://eng.kremlin.ru/news/6196"
"692",692,"Meeting with Henry Kissinger","2013-10-29","Vladimir Putin met with former US Secretary of State Henry Kissinger.","http://eng.kremlin.ru/news/6191"
"693",693,"Vladimir Putin will meet with King Willem-Alexander of the Netherlands on November 8","2013-10-29",NA,"http://eng.kremlin.ru/news/6190"
"694",694,"Press statement following Russian-Ecuadorian talks","2013-10-29",NA,"http://eng.kremlin.ru/transcripts/6187"
"695",695,"Russian-Ecuadorian talks","2013-10-29","Vladimir Putin held talks in the Kremlin with President of Ecuador Rafael Correa, who is in Russia on an official visit.","http://eng.kremlin.ru/news/6186"
"696",696,"Vladimir Putin congratulated the President and Prime Minister of Turkey on the Turkish Republic’s 90th anniversary","2013-10-29","Vladimir Putin sent President of the Republic of Turkey Abdullah Gul and Prime Minister of the Republic of Turkey Recep Tayyip Erdogan congratulatory messages on the occasion of the Republic’s 90th anniversary.","http://eng.kremlin.ru/news/6185"
"697",697,"Meeting with President of Ukraine Viktor Yanukovych","2013-10-27","Vladimir Putin had an informal meeting with President of Ukraine Viktor Yanukovych in Sochi.","http://eng.kremlin.ru/news/6179"
"698",698,"Congratulations to President of Turkmenistan Gurbanguly Berdimuhamedov","2013-10-27","Vladimir Putin sent his congratulations to President of Turkmenistan Gurbanguly Berdimuhamedov on the country’s national holiday, Independence Day.","http://eng.kremlin.ru/news/6180"
"699",699,"Sergei Ivanov met with Henry Kissinger","2013-10-26","Chief of Staff of the Presidential Executive Office Sergei Ivanov discussed Russian-American relations with Henry Kissinger. The former US Secretary of State is visiting Russia.","http://eng.state.kremlin.ru/face/6178"
"700",700,"Trip to Sochi","2013-10-25","In Sochi, Vladimir Putin had an informal meeting with President of Ukraine Viktor Yanukovych. At a meeting with heads of winter sport federations held the next day, the President discussed the Russian athletes' preparation and training for the Sochi Olympics. Also, Vladimir Putin met with President of the International Olympic Committee Thomas Bach. Together they took part in a ceremony inaugurating the new Adler railway station.","http://eng.kremlin.ru/trips/6405"
"701",701,"Vladimir Putin will hold talks with President of Ecuador Rafael Correa on October 29","2013-10-25","The President of Russia will hold talks on October 29 with President of Ecuador Rafael Correa, who will be in Russia on an official visit.","http://eng.kremlin.ru/news/6174"
"702",702,"Meeting with President of Belarus Alexander Lukashenko","2013-10-25","Vladimir Putin and President of Belarus Alexander Lukashenko discussed the results of the Supreme Eurasian Economic Council meeting.","http://eng.kremlin.ru/news/6171"
"703",703,"Supreme Eurasian Economic Council meeting","2013-10-24","A Supreme Eurasian Economic Council meeting took place in Minsk.","http://eng.kremlin.ru/news/6169"
"704",704,"Presentation of foreign ambassadors’ letters of credence","2013-10-23","Vladimir Putin received the letters of credence of 20 foreign ambassadors in a ceremony in the Grand Kremlin Palace’s Alexander Hall.","http://eng.kremlin.ru/news/6163"
"705",705,"Telephone conversation with President of Kazakhstan Nursultan Nazarbayev","2013-10-21","Vladimir Putin had a telephone conversation with President of the Republic of Kazakhstan Nursultan Nazarbayev.","http://eng.kremlin.ru/news/6151"
"706",706,"Telephone conversation with Dutch Prime Minister Mark Rutte","2013-10-21","Vladimir Putin had a telephone conversation with Prime Minister of the Netherlands Mark Rutte on the Dutch side’s initiative.","http://eng.kremlin.ru/news/6150"
"707",707,"Press statement following Russian-Indian talks","2013-10-21",NA,"http://eng.kremlin.ru/transcripts/6143"
"708",708,"Russian-Indian talks","2013-10-21","Vladimir Putin held talks at the Kremlin with Prime Minister of India Manmohan Singh.","http://eng.kremlin.ru/news/6142"
"709",709,"Meeting with permanent members of the Security Council","2013-10-19","Vladimir Putin held a briefing session with permanent members of the Security Council.","http://eng.kremlin.ru/news/6139"
"710",710,"Vladimir Putin will take part in the meetings of the Supreme Eurasian Economic Council and the CIS Council of Heads of State on October 24-25 in Minsk","2013-10-18",NA,"http://eng.kremlin.ru/news/6135"
"711",711,"Condolences to President of Laos Choummaly Sayasone","2013-10-17","Vladimir Putin sent his condolences to President of the Lao People's Democratic Republic Choummaly Sayasone, following the Lao Airlines plane crash near the city of Pakse that killed all people onboard.","http://eng.kremlin.ru/news/6133"
"712",712,"Telephone conversation with Federal Chancellor of Germany Angela Merkel","2013-10-16","Vladimir Putin had a telephone conversation with Federal Chancellor of Germany Angela Merkel.","http://eng.kremlin.ru/news/6130"
"713",713,"Vladimir Putin will hold talks with Prime Minister of India Manmohan Singh on October 21","2013-10-16",NA,"http://eng.kremlin.ru/news/6129"
"714",714,"Condolences to King Norodom Sihamoni of Cambodia","2013-10-11","Vladimir Putin expressed his profound condolences to King Norodom Sihamoni of Cambodia over the large loss of life and serious damage caused by floods in the country.","http://eng.kremlin.ru/news/6113"
"715",715,"Telephone conversation with President of Azerbaijan Ilham Aliyev","2013-10-10","Vladimir Putin had a telephone conversation with President of Azerbaijan Ilham Aliyev. Mr Putin warmly congratulated Ilham Aliyev on his election as President of Azerbaijan. The conversation took place at Russia’s initiative.","http://eng.kremlin.ru/news/6104"
"716",716,"APEC summit","2013-10-08","A two-day summit of Asia-Pacific Economic Cooperation (APEC) Economic Leaders took place in Bali, Indonesia.","http://eng.kremlin.ru/news/6092"
"717",717,"First day of the APEC summit is over","2013-10-07","The President took part in the summit’s first working session and addressed the APEC CEO Summit.","http://eng.kremlin.ru/news/6085"
"718",718,"Meeting with President of China Xi Jinping","2013-10-07","Vladimir Putin met with President of China Xi Jinping on the sidelines of the APEC summit.","http://eng.kremlin.ru/news/6089"
"719",719,"Meeting with Japanese Prime Minister Shinzo Abe","2013-10-07","Vladimir Putin met with Japanese Prime Minister Shinzo Abe on the sidelines of the APEC summit.","http://eng.kremlin.ru/news/6087"
"720",720,"APEC CEO summit","2013-10-07","Vladimir Putin took part in the APEC CEO summit.","http://eng.kremlin.ru/news/6086"
"721",721,"Meeting with President of Indonesia Susilo Bambang Yudhoyono","2013-10-07","Vladimir Putin met with President of Indonesia Susilo Bambang Yudhoyono on the sidelines of the APEC summit.","http://eng.kremlin.ru/news/6088"
"722",722,"Meeting with permanent members of the Security Council","2013-10-05","Vladimir Putin held a briefing session with permanent members of the Security Council.","http://eng.kremlin.ru/news/6082"
"723",723,"Meeting with Prince Albert II of Monaco","2013-10-04","Vladimir Putin met at the Kremlin with Prince Albert II of Monaco, who is in Russia on an official visit.","http://eng.kremlin.ru/news/6078"
"724",724,"Congratulations to Germany’s leadership on German Unity Day","2013-10-03","President Vladimir Putin sent Germany’s President Joachim Gauck and Federal Chancellor Angela Merkel congratulatory messages on the Day of German Unity, a national holiday.","http://eng.kremlin.ru/news/6073"
"725",725,"Congratulations to President of China Xi Jinping","2013-10-01","Vladimir Putin sent President of China Xi Jinping a congratulatory message in honour of the 64th anniversary of the People’s Republic of China.","http://eng.kremlin.ru/news/6057"
"726",726,"Vladimir Putin will meet with HSH Prince Albert II of Monaco on October 4","2013-10-01","On October 4, Vladimir Putin will meet with HSH Prince Albert II of Monaco, who will be in Russia on an official visit.","http://eng.kremlin.ru/news/6055"
"727",727,"Congratulations on Abkhazia’s Independence Day","2013-09-30","Vladimir Putin congratulated President of Abkhazia Alexander Ankvab on the twentieth anniversary of the republic’s independence.","http://eng.kremlin.ru/news/6050"
"728",728,"Vladimir Putin will take part in the APEC summit on October 7-8","2013-09-27","The President will take part in the Asia-Pacific Economic Cooperation forum’s 21st summit on Bali, Indonesia, on October 7-8.","http://eng.kremlin.ru/news/6044"
"729",729,"Zapad-2013 strategic military exercises","2013-09-26","Vladimir Putin and Belarusian President Alexander Lukashenko inspected the final stage of the Zapad-2013 Russian-Belarusian strategic military exercises.","http://eng.kremlin.ru/news/6039"
"730",730,"Condolences to Prime Minister of Pakistan Muhammad Nawaz Sharif","2013-09-25","Vladimir Putin sent his condolences to Prime Minister of the Islamic Republic of Pakistan Muhammad Nawaz Sharif following the devastating earthquake in the province of Balochistan.","http://eng.kremlin.ru/news/6033"
"731",731,"Meeting with President of Iceland Olafur Ragnar Grimsson","2013-09-25","Vladimir Putin met with President of Iceland Olafur Ragnar Grimsson on the sidelines of the International Arctic Forum.","http://eng.kremlin.ru/news/6031"
"732",732,"Russian-Finnish talks","2013-09-24","Vladimir Putin held talks with President of Finland Sauli Niinistö following the opening ceremony for the Nyagan GRES power plant.","http://eng.kremlin.ru/news/6029"
"733",733,"Meeting with Chairman of the Standing Committee of the National People's Congress of the People's Republic of China Zhang Dejiang","2013-09-23","Vladimir Putin met with Chairman of the Standing Committee of the National People's Congress of the People's Republic of China Zhang Dejiang.","http://eng.kremlin.ru/news/6027"
"734",734,"Meetings with presidents of Belarus and Kyrgyzstan","2013-09-23",NA,"http://eng.kremlin.ru/news/6026"
"735",735,"CSTO summit","2013-09-23","Vladimir Putin took part in a summit of the Collective Security Treaty Organisation (CSTO).","http://eng.kremlin.ru/news/6021"
"736",736,"Condolences to Prime Minister of Pakistan Muhammad Nawaz Sharif","2013-09-23","Vladimir Putin sent condolences to Prime Minister of the Islamic Republic of Pakistan Muhammad Nawaz Sharif following a terrorist attack at a church in Peshawar killing many people.","http://eng.kremlin.ru/news/6022"
